Fecha;Hora del llamado;Hora de primera respuesta;Tipo de emergencias;Dirección;1cia;2cia;3cia;4cia;Situación;Hora de término de la emergencia;Tiempo respuesta;Tiempo en controlar emergencia;LATITUDE;LONGITUDE;Detalle unidades
2021-11-04 00:00:00;04:46:00;04:52:00;10.4.3;Ruta acceso al puerto San Antonio, Chile;1;0;1;0;Colision por alcance de dos vehiculos;05:49:00;6;57;-34;-72;R-1/RX-1/H-3
2021-11-05 00:00:00;03:40:00;03:50:00;10.2.2;Autopista del sol San Antonio, Chile;0;1;0;0;Quema de pasto, 10 metros cuadrados aprox.;04:20:00;10;30;-33,6691757;-71,1312406;B-2
2021-11-05 00:00:00;10:53:00;11:02:00;10.4.3;Acceso al puerto San Antonio, Chile;1;0;1;0;Choque de vehiculo mayor con letrero de publicidad, posterior volcamiento;11:25:00;9;23;-33,6029816;-71,6038789;R-1/RX-1/H-3
2021-11-05 00:00:00;16:23:00;16:29:00;10.4.1;Pelancura San Antonio, Chile;1;0;1;0;Camioneta choca con poste alumbrado publico, 2 lesionados;16:55:00;6;26;-33,567298;-71,6225929;R-1/H-3
2021-11-05 00:00:00;17:41:00;17:49:00;10.2.1;Camino antiguo a vertedero San Antonio, Chile;0;1;0;0;Quema de pastizal, basura;17:59:00;8;10;-34;-72;B-2
2021-11-05 00:00:00;18:17:00;18:28:00;10.0;Camino antiguo a vertedero San Antonio, Chile;1;0;1;0;Incendio de casa habitacion de dos pisos;19:29:00;11;61;-34;-72;B-1/RX-1/B-3
2021-11-06 00:00:00;04:59:00;05:07:00;10.3.1;Calle Copiapo hacia poblacion 30 de marzo San Antonio, Chile;0;1;0;0;Apoyo a SAMU;05:23:00;8;16;-27,3665763;-70,3321587;R-2
2021-11-06 00:00:00;16:32:00;16:38:00;10.4.1;Puertecito, frente al mall San Antonio, Chile;1;0;1;0;Choque vehiculo particular contra poste;16:52:00;6;14;-33,5922807;-71,6055123;R-1/H-3
2021-11-06 00:00:00;17:19:00;17:21:00;10.3.1;Puente de Llolleo San Antonio, Chile;1;1;0;1;Persona aulta que se lanzo de puente de Llollreo;17:58:00;2;37;-33,609385;-71,6145328;R-1/R-2/B-4
2021-11-06 00:00:00;17:32:00;17:46:00;10.2.2;Fundo de Llolleo San Antonio, Chile;0;0;0;1;Quema de pequeña extension de pasto;17:56:00;14;10;-33,6157434;-71,6136113;B-4
2021-11-06 00:00:00;19:37:00;19:44:00;10.3.1;San Antonio de las bodegas San Antonio, Chile;0;1;0;0;Caida de adulto mayor al interior de domicilio;19:53:00;7;9;-33,5717114;-71,6040106;R-2
2021-11-06 00:00:00;19:26:00;19:37:00;10.4.1;Subida de San Juan, antes del tranque San Antonio, Chile;1;0;1;1;Colision frontal de dos vehiculos menores;20:24:00;11;47;-33,6366368;-71,5442633;R-1/H-3/B-4
2021-11-08 00:00:00;07:29:00;07:43:00;10.4.1;Autopista del sol, kilometro 95 San Antonio, Chile;1;1;0;0;Choque de vehiculo particular con barrera natural;09:47:00;14;124;-34;-72;R-1/B-2
2021-11-08 00:00:00;15:30:00;15:45:00;10.0;Bellavista, tomas en camino antiguo San Antonio, Chile;1;1;1;0;Incendio de vivienda de estructura liviana;16:21:00;15;36;-33,5634163;-71,6060882;RX-1/B-2/B-3
2021-11-08 00:00:00;20:25:00;20:38:00;10.2.1;Pelancura S/N San Antonio, Chile;0;1;0;0;Quema de basura y pasto al interior de domicilio;20:50:00;13;12;-33,567298;-71,6225929;B-2
2021-11-09 00:00:00;12:37:00;12:41:00;10.6.2;Gregorio Mira, colegio Sara Cruchaga San Antonio, Chile;0;1;1;0;Descomposicion organica;13:21:00;4;40;-33,5809667;-71,6100826;B-2/H-3
2021-11-10 00:00:00;01:29:00;01:56:00;10.2.1;Cerro la virgen, Cerro alegre San Antonio, Chile;0;1;0;0;Quema de basura y pasto al interior de domicilio;02:14:00;27;18;-33,5788177;-71,6183481;B-2
2021-11-10 00:00:00;22:12:00;22:15:00;10.2.1;Arturo Pratt con Enriqueta S/N San Antonio, Chile;0;1;0;0;Quema de madera;22:37:00;3;22;-33,5798115;-71,612889;B-2
2021-11-11 00:00:00;01:25:00;01:40:00;10.2.1;Camino antiguo a vertedero San Antonio, Chile;0;1;0;0;Pequeña extension de quema de pasto y basura;01:52:00;15;12;-34;-72;B-2
2021-11-11 00:00:00;09:31:00;09:44:00;10.4.3;San Antonio de las bodegas San Antonio, Chile;1;0;1;0;Camion choca contra poste;10:12:00;13;28;-33,5717114;-71,6040106;R-1/H-3
2021-11-11 00:00:00;18:51:00;18:57:00;10.0;El pinar con Arrayan San Antonio, Chile;1;0;1;0;Incendio compartimental;19:30:00;6;33;-33,6117819;-71,6132522;B-1/B-3
2021-11-13 00:00:00;15:42:00;15:44:00;10.6.2;Cumbres de linares San Antonio, Chile;0;0;1;0;Escape de GLP desde regulador de bombona;16:30:00;2;46;-33,5862651;-71,5990898;H-3
2021-11-13 00:00:00;21:40:00;21:45:00;10.6.1;Angamos N. 2924 San Antonio, Chile;0;0;1;0;Depurador en mal estado;22:03:00;5;18;-33,6069423;-71,6158619;H-3
2021-11-13 00:00:00;22:21:00;22:27:00;10.2.1;Alonso Ercilla con Luis Cabrera San Antonio, Chile;0;0;1;0;Quema de basura y pasto al interior de domicilio;22:34:00;6;7;-33,615433;-71,6213424;B-3
2021-11-14 00:00:00;17:26:00;17:47:00;10.12X10.2.2;Apoyo CB Santo Domingo San Antonio, Chile;0;0;1;0;Incendio Litueche;19:35:00;21;108;-33,5848048;-71,5998426;BT-3
2021-11-14 00:00:00;20:59:00;21:05:00;10.2.1;Acceso al puerto, frente a rotonda San Antonio, Chile;1;0;0;0;Quema de pasto y basura;21:37:00;6;32;-33,6029816;-71,6038789;RX-1
2021-11-15 00:00:00;13:36:00;14:34:00;10.12X10.2.2;Lo Zarate S/N San Antonio, Chile;0;1;0;0;Apoyo a CB de Cartagena;19:04:00;58;270;-33,5294588;-71,5241291;B-2
2021-11-15 00:00:00;14:14:00;14:25:00;10.0;Los demarcadores/ confines, La rudilla San Antonio, Chile;1;0;1;1;Fuego en casa de dos pisos;15:41:00;11;76;-33,5010064;-71,4861545;B-1/B-3/BT-3/B-4
2021-11-15 00:00:00;19:43:00;19:47:00;10.4.1;Curva los morros, subida al tranque de San Juan San Antonio, Chile;0;0;0;1;Volcamiento de vehiculo menor;20:10:00;4;23;-33,6230592;-71,6059579;B-4
2021-11-16 00:00:00;15:47:00;15:56:00;10.4.1;Paradero 9, sector estadio municipal San Antonio, Chile;1;0;1;0;Colision por alcance de dos vehiculos;15:58:00;9;2;-33,6047609;-71,61429;R-1/H-3
2021-11-16 00:00:00;16:20:00;16:26:00;10.2.1;Aromos con Olegario Henriquez San Antonio, Chile;0;0;1;0;Quema de pastizal, basura, 200 metros aprox;17:11:00;6;45;-33,6171226;-71,6013899;B-3
2021-11-16 00:00:00;20:25:00;20:34:00;10.2.1;Colonia, al frente de PDI, Pelancura San Antonio, Chile;0;1;0;0;Quema de pasto en patio de casa;20:40:00;9;6;-33,567298;-71,6225929;B-2
2021-11-16 00:00:00;23:13:00;23:19:00;10.7;Avenida Bernardo Ohiggins, Juan Aspee San Antonio, Chile;1;0;0;0;Quema de basura uy neumaticos, se incendian cables electricidad;00:16:00;6;57;-33,5922807;-71,6055123;B-1
2021-11-17 00:00:00;18:42:00;10:48:00;10.4.1;Avenida Barros Luco con 2 norte San Antonio, Chile;1;0;0;0;Colision de vehiculo menor con motocicleta;18:48:00;966;480;-33,593745;-71,6131412;R-1
2021-11-17 00:00:00;19:49:00;20:07:00;10.2.1;Camino antiguo a vertedero San Antonio, Chile;0;1;0;0;Quema de basura y matorrales **;20:35:00;18;28;-34;-72;B-2
2021-11-17 00:00:00;22:08:00;22:21:00;10.2.1;Camino antiguo a vertedero San Antonio, Chile;0;1;1;0;Rebrote de quema anterior **;23:46:00;13;85;-34;-72;B-2/BT-3
2021-11-18 00:00:00;04:04:00;04:54:00;10.2.1;Manuel Bulnes con Reinaldo Barahona San Antonio, Chile;0;1;0;0;Quema de pastizal, producido por cableado electrico;05:52:00;50;58;-33,5675059;-71,6083165;B-2
2021-11-18 00:00:00;23:36:00;23:41:00;10.0;Poblacion Rene Schneider, Bellavista San Antonio, Chile;1;1;0;0;Incendio compartimental, pieza trasera de la vivienda;01:30:00;5;109;-33,5922807;-71,6055123;B-1/B-2
2021-11-19 00:00:00;08:15:00;08:25:00;10.5;Camino antiguo a vertedero San Antonio, Chile;0;1;1;1;Incendio forestal, nube toxica;11:14:00;10;169;-34;-72;B-2/BT-3/Z-0/B-4
2021-11-19 00:00:00;11:55:00;12:24:00;10.4.3;Autopista del sol, kilometro 95 San Antonio, Chile;1;1;1;0;Volcamiento de camion;13:18:00;29;54;-34;-72;R-1/RX-1/B-2/B-3
2021-11-19 00:00:00;16:55:00;17:25:00;10.4.1;Autopista del son, paso sepultura San Antonio, Chile;1;0;1;0;Volcamiento de vehiculo menor, 4 lesionados;17:50:00;30;25;-33,5591609;-71,568558;R-1/B-3
2021-11-19 00:00:00;21:44:00;21:54:00;10.12X10.0;Apoyo CB Santo Domingo San Antonio, Chile;0;0;1;0;Incendio casa habitacion;22:44:00;10;50;-33,5848048;-71,5998426;BT-3
2021-11-19 00:00:00;21:59:00;22:16:00;10.2.1;Camino antiguo a Cartagena San Antonio, Chile;0;1;1;0;Reactivacion de incendio;22:42:00;17;26;-33,5621243;-71,5992196;B-2/BT-3
2021-11-19 00:00:00;22:33:00;23:04:00;10.2.2;Sector cancha de futbol, Malvilla San Antonio, Chile;0;0;1;1;Quema de pastizal, debido a corte electrico;00:17:00;31;73;-33,6810783;-71,4948653;B-3/BF-4
2021-11-20 00:00:00;05:15:00;05:24:00;10.4.1;Puente Huallipen San Antonio, Chile;1;1;0;0;Choque vehiculo particular contra barrera;05:31:00;9;7;-33,5823139;-71,6101738;R-1/B-2
2021-11-20 00:00:00;10:02:00;10:10:00;10.4.3;Acceso al puerto, altura paso nivel San Antonio, Chile;1;0;1;0;choque de camion contra barrera new yersey;10:29:00;8;19;-33,588476;-71,6144817;R-1/RX-1/H-3
2021-11-20 00:00:00;12:35:00;12:49:00;10.6.1;Los faluchos N. 949 San Antonio, Chile;0;0;1;0;Olor desconocido, se dejan recomendaciones;13:32:00;14;43;-33,5908391;-71,5981984;H-3
2021-11-20 00:00:00;21:33:00;21:43:00;10.5;Camino antiguo a Cartagena San Antonio, Chile;0;1;1;0;Rebrote incendio anterior;22:39:00;10;56;-33,5621243;-71,5992196;RX-1/H-3/B-2
2021-11-21 00:00:00;12:42:00;13:02:00;10.4.2;Autopista del sol, kilometro 94 San Antonio, Chile;1;0;1;0;Colision de dos vehiculos menores;13:48:00;20;46;-33,6691757;-71,1312406;R-1/H-3
2021-11-21 00:00:00;15:45:00;15:49:00;10.4.1;Avenida Chile con Arrayan San Antonio, Chile;1;0;1;0;Caida de motociclistas;15:58:00;4;9;-33,6231158;-71,6068252;R-1/H-3
2021-11-21 00:00:00;18:49:00;19:00:00;10.5;Camino antiguo, parque mirador San Antonio, Chile;0;1;0;0;Rebrote de incendio en vertedero clandestino;20:06:00;11;66;-33,5756964;-71,6217458;B-2
2021-11-22 00:00:00;11:08:00;11:18:00;10.2.1;Ginebra, frente a capilla San Francisco San Antonio, Chile;0;0;1;0;Quema de pasto, 20 metros aprox;11:30:00;10;12;29,3181901;-98,4511538;B-3
2021-11-22 00:00:00;14:26:00;14:30:00;10.4.2;Avenida Barros Luco, frente inspeccion del trabajo San Antonio, Chile;1;0;1;0;Colision de micro con vehiculo particular;15:13:00;4;43;-33,5938781;-71,6135041;R-1/H-3
2021-11-22 00:00:00;18:18:00;18:22:00;10.2.1;Arzobispo Gonzalez con Avenida Chile San Antonio, Chile;0;0;1;0;Quema controlada;18:41:00;4;19;-33,6114437;-71,6127516;B-3
2021-11-22 00:00:00;10:05:00;10:15:00;10.2.2;Ginebra S/N San Antonio, Chile;1;0;0;0;Quema de basura, 30 metros cuadrados aprox.;10:52:00;10;37;-33,611604;-71,6021499;RX-1
2021-11-23 00:00:00;15:56:00;10:15:00;10.5;Vertedero, Bellavista San Antonio, Chile;0;0;1;0;Incendio en vertedero;18:34:00;1099;499;-33,561435;-71,5820291;H-3/Z-0
2021-11-23 00:00:00;22:50:00;22:56:00;10.4.1;Curico con Avenida Chile San Antonio, Chile;1;0;1;0;Colision de vehiculo menor con motocicleta;23:25:00;6;29;-33,6129832;-71,608557;R-1/H-3
2021-11-24 00:00:00;09:12:00;09:19:00;10.4.3;Cruce de Cartagena San Antonio, Chile;1;0;1;0;Volcamiento de camion con contenedor;09:35:00;7;16;-33,4974365;-71,6230042;R-1/RX-1/H3
2021-11-25 00:00:00;08:32:00;08:44:00;10.2.1;Calle Ginebra S/N San Antonio, Chile;0;0;0;1;Quema de pastizal y basura, 10 metros aprox;09:23:00;12;39;-33,5922807;-71,6055123;B-4
2021-11-25 00:00:00;11:20:00;11:27:00;10.2.1;Constructora pacal, alto mirador San Antonio, Chile;1;0;0;0;Quema de pastizal, 30 metros cuadrados aprox.;12:46:00;7;79;-33,5862651;-71,5990898;RX-1
2021-11-25 00:00:00;18:04:00;18:10:00;10.4.3;Acceso al puerto, altura Cementos Bio-Bio San Antonio, Chile;1;0;1;0;Volcamiento de vehiculo mayor, 1 lesionado;18:38:00;6;28;-36,7419508;-73,1188015;R-1/RX-1/H-3
2021-11-26 00:00:00;11:58:00;12:08:00;10.2.1;Estacion Llolleo San Antonio, Chile;0;0;0;1;Quema de tronco y pasto;12:15:00;10;7;-33,6091887;-71,610423;BF-4
2021-11-26 00:00:00;12:18:00;12:41:00;10.4.1;Autopista del sol, entre la marqueza y leyda San Antonio, Chile;1;0;0;1;Volcamiento de vehiculo menor, 1 lesionado;12:48:00;23;7;-33,6143331;-71,4369353;R-1/BF-4
2021-11-26 00:00:00;12:53:00;13:11:00;10.2.2;Tranque Leyda San Antonio, Chile;0;0;0;1;Quema de pastizal y basura, 100 metros cuadrados aprox.;13:21:00;18;10;-33,6107724;-71,4572075;BF-4
2021-11-26 00:00:00;13:04:00;13:12:00;10.2.1;Aguas saladas, Bellavista San Antonio, Chile;0;1;0;0;Quema de pastizal y basura, 100 metros cuadrados aprox.;14:06:00;8;54;-33,5634163;-71,6060882;B-2
2021-11-26 00:00:00;22:03:00;22:13:00;10.2.1;Aguas saladas, Bellavista San Antonio, Chile;0;1;0;0;Rebrote quema pastizal anterior;22:40:00;10;27;-33,5634163;-71,6060882;B-2
2021-11-27 00:00:00;01:56:00;02:06:00;10.2.1;Cruce de Cartagena San Antonio, Chile;0;1;0;0;Quema de basura, 10 metros cuadrados aprox.;02:31:00;10;25;-33,4974365;-71,6230042;B-2
2021-11-27 00:00:00;07:34:00;07:50:00;10.2.1;Parque DYR San Antonio, Chile;0;0;1;0;Quema de pastizal, controlado;08:29:00;16;39;-33,6102359;-71,6209833;B-3
2021-11-28 00:00:00;00:00:00;00:05:00;10.1;Pudeto con Williams Rebolledo S/N San Antonio, Chile;1;0;0;0;Incendio de camioneta;00:35:00;5;30;-33,595657;-71,6083791;B-1
2021-11-28 00:00:00;02:31:00;02:44:00;10.0;Bellavista, Holanda San Antonio, Chile;1;1;0;0;Incendio casa habitacion;04:00:00;13;76;-33,5634163;-71,6060882;B-1/B-2
2021-11-28 00:00:00;14:25:00;14:37:00;10.9;Seno de Reloncavi, alto mirador S/N San Antonio, Chile;1;0;0;0;Gato en arbol, 10 metros de altura aprox.;15:17:00;12;40;-33,5971393;-71,5949761;B-1
2021-11-28 00:00:00;20:01:00;20:13:00;10.3.1;Puente Arevalo S/N San Antonio, Chile;0;1;0;0;Caida de adulto mayo a quebrada, 25 metros aprox.;21:10:00;12;57;-33,5749308;-71,6012097;R-2
2021-11-28 00:00:00;22:28:00;22:41:00;10.2.1;Camino antiguo a Santiago San Antonio, Chile;1;0;0;0;Varios focos de pastizal a orillas del camino;23:25:00;13;44;-33,5620949;-71,5950567;RX-1
2021-11-29 00:00:00;08:57:00;08:59:00;10.4.1;Sector Pelancura S/N San Antonio, Chile;1;0;1;0;Colision de dos vehiculos menores, volcamiento de 1;09:21:00;2;22;-33,567298;-71,6225929;R-1/H-3
2021-11-29 00:00:00;19:42:00;19:51:00;10.2.1;Nueva bruselas, Bellavista San Antonio, Chile;1;0;0;0;Quema de pastizal, 200 metros cuadrados aprox.;20:41:00;9;50;-33,5634163;-71,6060882;B-1
2021-10-01 00:00:00;15:01:00;15:19:00;10.4.3;Leyda, acceso Santo Domingo San Antonio, Chile;1;0;1;0;Colision de un vehiculo menor/mayor;15:31:00;18;12;-33,6214427;-71,471125;R-1/RX-1/H-3
2021-10-02 00:00:00;03:40:00;03:48:00;10.4.1;Arrayan con Avenida Chile San Antonio, Chile;1;0;1;0;Volcamiento de vehiculo menor;03:59:00;8;11;-33,6231158;-71,6068252;R-1/H-3
2021-10-03 00:00:00;18:45:00;19:08:00;10.3.1;Pelancura, vista hermosa San Antonio, Chile;0;1;0;0;Caida de dos personas al agua y roquerios;19:18:00;23;10;-33,5622967;-71,6230533;R-2
2021-10-04 00:00:00;12:45:00;12:58:00;10.4.3;Autopista del sol, kilometro 95 San Antonio, Chile;1;0;1;0;Volcamiento de vehiculo mayor;13:12:00;13;14;-34;-72;B-1/RX-1/H-3
2021-10-05 00:00:00;17:50:00;18:08:00;10.4.1;Autopista del sol, kilometro 89 San Antonio, Chile;1;1;0;0;Volcamiento de vehiculo menor;18:17:00;18;9;-34;-72;R-1/B-2/B-4
2021-10-05 00:00:00;18:14:00;18:20:00;10.8;Las ñipas con Baquedano San Antonio, Chile;0;0;1;0;Fuego en segundo piso de casa abandonada;19:04:00;6;44;-33,6174336;-71,6129444;B-3
2021-10-05 00:00:00;23:20:00;23:35:00;10.4.1;Autopista del sol, kilometro 97 San Antonio, Chile;1;1;0;0;Volcamiento de vehiculo menor, 2 lesionados;00:00:00;15;25;-34;-72;R-1/B-2
2021-10-06 00:00:00;13:21:00;13:26:00;10.0;Ruta G-85, cruce de Cartagena San Antonio, Chile;1;1;0;0;Mejora habitacional consumida totalmente;14:03:00;5;37;-33,5482466;-71,6045745;B-1/B-2
2021-10-06 00:00:00;16:15:00;16:22:00;10.4.2;Luis Gonzalez con Manuel Montt San Antonio, Chile;1;0;1;0;colision de vehiculo particular;16:31:00;7;9;-33,5949923;-71,6032946;R-1/B-3
2021-10-06 00:00:00;19:41:00;19:45:00;10.4.1;Avenida San Juan San Antonio, Chile;1;0;0;1;Colision de dos vehiculos, 1 lesionado fuera del vehiculo;20:05:00;4;20;-33,629245;-71,5995664;R-1/B-4
2021-10-06 00:00:00;23:55:00;00:02:00;10.5;Pasaje los yuyos N. 654 San Antonio, Chile;0;0;1;0;Derrame de mercurio, rotura de termometro;00:40:00;7;38;-33,6151135;-71,6050317;H-3
2021-10-07 00:00:00;06:53:00;06:57:00;10.0;Francia con Providencia San Antonio, Chile;0;0;1;0;Incendio en local de churros;07:44:00;4;47;-33,5869843;-71,6099281;B-3
2021-10-07 00:00:00;11:23:00;11:33:00;10.6.2;Eucaliptus N. 715 San Antonio, Chile;0;0;1;1;Emanacion de gas desde calefont;12:13:00;10;40;-33,5922807;-71,6055123;B-3/B-4
2021-10-07 00:00:00;15:15:00;15:22:00;10.4.3;Acceso al puerto San Antonio, Chile;1;0;1;0;Colision por alcance de furgon con vehiclo mayor;15:31:00;7;9;-33,6029816;-71,6038789;R-1/RX-1/H-3
2021-10-07 00:00:00;22:59:00;23:04:00;10.4.1;Avenida Barros Luco frente a Copec San Antonio, Chile;1;0;1;0;Colision vehiculo menor posterior volcamiento;23:29:00;5;25;-33,5873174;-71,6125048;R-1/H-3
2021-10-08 00:00:00;08:17:00;08:22:00;10.3.1;Pasaje Cabrera N. 1270 Bellavista San Antonio, Chile;0;1;0;0;Rescate de persona en lugar de dificil acceso;08:28:00;5;6;29,4241219;-98,4936282;R-2
2021-10-08 00:00:00;16:20:00;16:26:00;10.0;Puente Arevalo s/n San Antonio, Chile;1;0;0;0;Bodega incendiada;16:56:00;6;30;-33,5749308;-71,6012097;B-1
2021-10-08 00:00:00;18:25:00;18:27:00;10.1;Pedro Montt s/n San Antonio, Chile;0;1;0;0;Camioneta incendiada;18:39:00;2;12;-33,5800833;-71,6119954;B-2
2021-10-09 00:00:00;04:05:00;04:20:00;10.0;Toma pelancura s/n San Antonio, Chile;0;1;1;0;Vivienda en libre combustion;05:53:00;15;93;-33,5715707;-71,6222427;B-2/B-3
2021-10-10 00:00:00;14:55:00;15:00:00;10.4.2;Aromos con Inmaculada Concepcion San Antonio, Chile;1;0;1;0;Colision de vehiculos menores;15:19:00;5;19;-33,6099552;-71,6100877;R-1/H-3
2021-10-10 00:00:00;20:59:00;21:06:00;10.6.2;Baquedano N. 821 San Antonio, Chile;0;0;1;1;Explosion en sala de eventos;22:05:00;7;59;-33,6177807;-71,6038454;H-3/B-4
2021-10-11 00:00:00;16:23:00;16:39:00;10.4.1;Leyda, autopista del sol San Antonio, Chile;1;0;0;1;Volcamiento de vehiculo menor;17:20:00;16;41;-33,6118029;-71,4466792;R-1/B-4
2021-10-11 00:00:00;23:10:00;23:17:00;10.6.1;3 sur N. 16 con Angamos San Antonio, Chile;0;0;1;0;Emanacion de gas sulfidrico desde alcantarillado;00:01:00;7;44;-33,5988101;-71,6149123;H-3
2021-10-12 00:00:00;18:37:00;18:46:00;10.4.3;Cruce de Cartagena San Antonio, Chile;1;0;1;0;Volcamiento de vehiculo mayor;19:05:00;9;19;-33,4974365;-71,6230042;R-1/H-3
2021-10-13 00:00:00;13:04:00;13:09:00;10.4.1;Avenida Chile, frente a Copec San Antonio, Chile;1;0;1;0;Colision de cinco vehiculos;13:30:00;5;21;-33,5873174;-71,6125048;R-1/H-3
2021-10-13 00:00:00;17:25:00;17:35:00;10.5;Antofagasta N. 525 con Independencia San Antonio, Chile;0;0;1;0;Derrame de mercurio, rotura de termometro;18:04:00;10;29;-33,5982839;-71,6078859;H-3
2021-10-14 00:00:00;13:39:00;13:41:00;10.2.1;Gregorio Mira N. 58 San Antonio, Chile;1;1;0;0;Pequeña quema, controlado;13:52:00;2;11;-33,5813667;-71,6122056;B-1/B-2
2021-10-14 00:00:00;22:57:00;23:00:00;10.8;Gregorio Mira N. 58 San Antonio, Chile;0;1;0;0;Rebrote de quema anterior;23:14:00;3;14;-33,5813667;-71,6122056;B-2
2021-10-15 00:00:00;14:33:00;14:38:00;10.4.3;Acceso al puerto, rotonda San Antonio, Chile;1;0;1;0;Volcamiento vehiculo mayor, derrame aceite industrial;15:05:00;5;27;-33,5882359;-71,5855042;R-1/RX-1/H-3
2021-10-17 00:00:00;18:31:00;18:44:00;10.6.1;Las torcazas N. 769 San Antonio, Chile;0;0;1;0;fuga de gas por abrazaderas mal instaladas en galon de gas;19:31:00;13;47;-33,6156339;-71,6023706;H-3
2021-10-18 00:00:00;15:05:00;15:10:00;10.4.3;Rotonda Curico San Antonio, Chile;1;0;1;0;Colision de dos vehiculos mayores;15:27:00;5;17;-33,6013032;-71,6095951;R-1/RX-1/H-3
2021-10-18 00:00:00;21:39:00;21:47:00;10.8;San Antonio de las bodegas, bello horizonte San Antonio, Chile;0;1;0;0;Persona cae a quebrada;22:26:00;8;39;-33,5717365;-71,6041112;R-2
2021-10-19 00:00:00;05:25:00;05:33:00;10.0;Pelancura, toma las ballenas San Antonio, Chile;1;1;1;0;Incendio libre combustion en casa habitacion;06:08:00;8;35;-33,567298;-71,6225929;RX-1/B-2/B-3
2021-10-19 00:00:00;14:00:00;14:12:00;10.4.1;Autopista del sol, kilometro 90 San Antonio, Chile;1;1;0;0;Volcamiento de vehiculo menor;14:33:00;12;21;-34;-72;R-1/B-2
2021-10-21 00:00:00;03:04:00;03:14:00;10.4.3;Cruce de Cartagena San Antonio, Chile;1;0;1;0;Volcamiento de camion;04:34:00;10;80;-33,4974365;-71,6230042;R-1/H-3
2021-10-21 00:00:00;13:22:00;13:39:00;10.4.1;Luis Gonzalez con Manuel Montt San Antonio, Chile;1;1;0;0;Colision de dos vehiculos;14:13:00;17;34;-33,5949923;-71,6032946;R-1/B-2
2021-10-22 00:00:00;05:35:00;05:41:00;10.0;General Kornert N. 491/Santa Rosa San Antonio, Chile;1;1;0;0;Quema de pasto y basura;06:23:00;6;42;29,4287084;-98,4977544;B-1/B-2
2021-10-23 00:00:00;02:52:00;03:06:00;10.4.1;Puente Arevalo s/n San Antonio, Chile;1;1;0;0;Desbarrancamiento de vehiculo menor;03:07:00;14;1;-33,5749308;-71,6012097;R-1/B-2
2021-10-24 00:00:00;06:24:00;06:34:00;10.6.2;Manuel Bulnes frente a cementerio San Antonio, Chile;0;1;1;0;Liberacion de GLP desde edificio de 4 pisos;07:23:00;10;49;-33,5755966;-71,6189824;B-2/H-3
2021-10-24 00:00:00;12:11:00;12:27:00;10.4.1;Autopista del sol, Leyda San Antonio, Chile;1;0;0;1;Volcamiento vehiculo menor;12:38:00;16;11;-33,6118029;-71,4466792;R-1/B-4
2021-10-24 00:00:00;15:07:00;15:13:00;10.5;Acceso al puerto San Antonio, Chile;0;0;1;0;Derrame aceite reutilizable ambas pistas;16:23:00;6;70;-33,6029816;-71,6038789;B-3/H-3
2021-10-24 00:00:00;20:16:00;20:53:00;10.3.1;Fundo la marqueza San Antonio, Chile;0;1;0;0;Caballo cae a quebrada;21:02:00;37;9;-33,5965611;-71,6142372;R-2
2021-10-24 00:00:00;20:37:00;20:44:00;10.2.1;Puente Arevalo s/n San Antonio, Chile;1;0;0;0;quema de pastizal y mejora habitacional;22:07:00;7;83;-33,5749308;-71,6012097;RX-1
2021-10-24 00:00:00;21:16:00;21:20:00;10.2.1;Avenida Barros Luco con 1 norte San Antonio, Chile;1;0;0;0;Quema pastizal, neumaticos;21:33:00;4;13;-33,5948196;-71,6130245;B-1
2021-10-25 00:00:00;16:03:00;16:53:00;10.2.2;Cuncumen, Ruta G-20 San Antonio, Chile;0;0;1;0;1.000 metros cuadrados aprox. Quema pasto;18:40:00;50;107;-33,7353555;-71,421944;B-3
2021-10-25 00:00:00;18:35:00;18:40:00;10.4.3;Rotonda Curico San Antonio, Chile;1;0;1;0;Volcamiento de camion;19:28:00;5;48;-33,6013032;-71,6095951;R-1/RX-1/H-3
2021-10-25 00:00:00;21:46:00;21:54:00;10.6.2;Los linges, torre N.8 Baquedano San Antonio, Chile;0;0;1;1;Liberacion de GLP por trabajos no controlados;22:50:00;8;56;-33,6159687;-71,6158257;H-3/B-4
2021-10-26 00:00:00;15:00:00;15:07:00;10.2.1;Calle central s/n San Antonio, Chile;0;0;1;0;Pequeña quema, controlado;15:30:00;7;23;-33,5922807;-71,6055123;B-3
2021-10-26 00:00:00;19:57:00;20:29:00;10.6.1;Cumbres de miramar, Nelson Roumuat N. 705 San Antonio, Chile;1;0;1;0;Olor de producto de uso para pegar cemento;21:02:00;32;33;-33,5868545;-71,5966611;RX-1/H-3
2021-10-27 00:00:00;10:51:00;10:58:00;10.5;Inmaculada Concepcion N.89 San Antonio, Chile;0;1;1;0;Persona con sistomas de intoxicacion;12:02:00;7;64;-33,5922807;-71,6055123;B-2/H-3
2021-10-27 00:00:00;13:18:00;13:23:00;10.5;Avenida Chile con Arzobispo Gonzalez San Antonio, Chile;0;0;1;0;Colision vehiculo mayor, posterior derrame aceite de motor;13:33:00;5;10;-33,6139114;-71,6085903;H-3
2021-10-27 00:00:00;18:40:00;18:49:00;10.2.1;Ginebra s/n San Antonio, Chile;0;0;1;0;Quema de pastizal;19:07:00;9;18;-33,611604;-71,6021499;B-3
2021-10-28 00:00:00;15:27:00;15:34:00;10.2.1;Ginebra s/n San Antonio, Chile;0;0;1;0;Quema de pastizal;16:02:00;7;28;-33,611604;-71,6021499;B-3
